"filename", "language", "JavaScript", "SCSS", "JavaScript JSX", "XML", "comment", "blank", "total"
"c:\Users\Antik.DESKTOP-US90PRM\Documents\Agaupolis\frontend\src\components\styles\stats.module.scss", "SCSS", 0, 40, 0, 0, 0, 4, 44
"c:\Users\Antik.DESKTOP-US90PRM\Documents\Agaupolis\frontend\src\main.jsx", "JavaScript JSX", 0, 0, 12, 0, 0, 2, 14
"c:\Users\Antik.DESKTOP-US90PRM\Documents\Agaupolis\frontend\src\pages\clientportal.jsx", "JavaScript JSX", 0, 0, 55, 0, 0, 2, 57
"c:\Users\Antik.DESKTOP-US90PRM\Documents\Agaupolis\frontend\src\pages\landingPage.jsx", "JavaScript JSX", 0, 0, 47, 0, 7, 8, 62
"c:\Users\Antik.DESKTOP-US90PRM\Documents\Agaupolis\frontend\src\pages\login.jsx", "JavaScript JSX", 0, 0, 42, 0, 9, 4, 55
"c:\Users\Antik.DESKTOP-US90PRM\Documents\Agaupolis\frontend\src\pages\template.jsx", "JavaScript JSX", 0, 0, 11, 0, 0, 2, 13
"c:\Users\Antik.DESKTOP-US90PRM\Documents\Agaupolis\frontend\src\styles\LandingPage.module.scss", "SCSS", 0, 76, 0, 0, 3, 5, 84
"c:\Users\Antik.DESKTOP-US90PRM\Documents\Agaupolis\frontend\src\styles\clientportal.module.scss", "SCSS", 0, 52, 0, 0, 0, 6, 58
"c:\Users\Antik.DESKTOP-US90PRM\Documents\Agaupolis\frontend\src\styles\index.scss", "SCSS", 0, 30, 0, 0, 0, 6, 36
"c:\Users\Antik.DESKTOP-US90PRM\Documents\Agaupolis\frontend\src\styles\login.module.scss", "SCSS", 0, 73, 0, 0, 0, 8, 81
"c:\Users\Antik.DESKTOP-US90PRM\Documents\Agaupolis\frontend\src\styles\template.module.scss", "SCSS", 0, 25, 0, 0, 0, 4, 29
"c:\Users\Antik.DESKTOP-US90PRM\Documents\Agaupolis\frontend\vite.config.js", "JavaScript", 5, 0, 0, 0, 1, 2, 8
"Total", "-", 190, 509, 416, 71, 57, 147, 1390
